method,scope,facility,geometry,n_seeds,recall_n_defined,recall_mean,recall_std,precision_n_defined,precision_mean,precision_std,f1_n_defined,f1_mean,f1_std,auroc_n_defined,auroc_mean,auroc_std,margin_auroc_n_defined,margin_auroc_mean,margin_auroc_std,false_positive_rate_n_defined,false_positive_rate_mean,false_positive_rate_std
B3,unseen,__all__,__all__,5,5,0.05500000000000001,0.018957188610128878,5,0.6645773524720893,0.07539037171078124,5,0.10075856003607261,0.03189840627745629,5,0.5821805555555556,0.057575333295492935,5,0.5762621527777779,0.053415023477793186,5,0.014583333333333334,0.006909634979907083
B3,unseen,__all__,horizontal_new,5,5,0.016666666666666666,0.037267799624996496,1,,,5,0.03018867924528302,0.06750393894338987,5,0.5832899305555556,0.054849246173238955,5,0.556640625,0.038760831193443424,5,0.0020833333333333333,0.004658474953124562
B3,unseen,__all__,low_new,5,5,0.09583333333333333,0.01863389981249825,5,0.6155555555555556,0.1430703875806211,5,0.16447650609209352,0.028352212452581627,5,0.6006510416666668,0.07355000580810055,5,0.6038628472222223,0.06848818744396767,5,0.03333333333333334,0.018633899812498248
B3,unseen,__all__,two_new,5,5,0.075,0.023753654689565376,5,0.7516666666666667,0.15370426148939398,5,0.13474828086370816,0.03816527360460424,5,0.5809461805555556,0.05507900570338252,5,0.5823784722222222,0.0513760845739831,5,0.014583333333333334,0.011876827344782688
B3,unseen,__all__,vertical_new,5,5,0.008333333333333333,0.018633899812498248,2,,,5,0.015384615384615385,0.034401045807689073,5,0.6202690972222222,0.04860587924474473,5,0.5853298611111112,0.05534266903181232,5,0.00625,0.009316949906249124
B3,unseen,__all__,wide_new,5,5,0.07916666666666668,0.02716334335501104,5,0.7611111111111112,0.16850834320114558,5,0.14083130904183536,0.043492669456702285,5,0.5714409722222223,0.05720063758171348,5,0.5754774305555557,0.051452295175311503,5,0.01666666666666667,0.015797657175107397
B3,unseen,harsh,__all__,5,5,0.10166666666666666,0.024579802006254377,5,0.8302503052503052,0.11977395115258894,5,0.17992020683895318,0.039326322412870825,5,0.6141666666666666,0.07458925753680605,5,0.6141666666666666,0.07458925753680605,5,0.011666666666666667,0.010374916331657278
B3,unseen,harsh,horizontal_new,5,5,0.008333333333333333,0.018633899812498248,1,,,5,0.016,0.03577708763999664,5,0.609548611111111,0.06656180718210122,5,0.609548611111111,0.06656180718210122,5,0.0,0.0
B3,unseen,harsh,low_new,5,5,0.18333333333333332,0.022821773229381934,5,0.7659523809523809,0.1718900864333338,5,0.2930948408284337,0.029892562410901154,5,0.6421875000000001,0.08372439708499174,5,0.6421875000000001,0.08372439708499174,5,0.03333333333333333,0.02795084971874737
B3,unseen,harsh,two_new,5,5,0.15,0.04750730937913075,5,0.9266666666666665,0.10110500592068733,5,0.2541956128163025,0.0685892711975254,5,0.6220486111111111,0.07095683847460882,5,0.6220486111111111,0.07095683847460882,5,0.008333333333333333,0.01141088661469096
